X,Y
3.5289247433740307,4.418702657888177
2.3391934389076785,2.32099130437379
3.883509452811578,3.3542295650412113
3.0448787377245394,4.452319225677616
2.787354813035521,0.5440879098285084
2.783540456716323,0.049793884082955375
0.4969373662811788,3.5866706538039455
0.7901117367752097,3.521546471818411
3.6204898231546903,3.0190460813753557
4.204544018797225,3.516382581288883
2.843492524916669,1.0345465042760509
1.751461890388346,4.760006693171581
4.680760489413735,2.226651260560262
2.386529083526119,0.9156744333486955
2.748311015741718,0.2591321546021874
4.917982690194961,1.9163750697683075
1.1749662179296338,2.7014445749747544
0.848741154785051,1.4397000639138158
0.11690906785053634,1.3133472565968862
2.7971815610938435,2.9537337735412805
