X,Y
0.8949356726854502,4.057705099942397
4.112652972587222,0.24942465840007755
4.026884880583182,0.46786165660424706
2.896256701426445,1.439743829735336
1.6935339959546603,0.7283823450552268
1.6914712176998437,4.362401930119587
1.366662028406675,3.3970674987264777
4.3012203591244615,3.855066585767675
2.8047441528302497,4.1292395093274425
1.8915638046990795,4.219335497155071
0.8846048682435775,3.708869493148981
2.1706779576555624,0.1489696008701702
2.7701591539856016,0.17474043586372334
0.5580050747337795,1.2747471393190446
0.511588254083909,0.9453259611817971
1.5252773105749917,2.246955499211407
2.6039019012991793,4.649428852282835
0.2966998669875559,3.7637538793039442
2.407195262042328,3.2152607834413933
0.2281343491147858,0.8956724960889129
4.837459572659243,4.71707927998073
3.451933661611703,2.175084482167935
3.185950490004099,1.492530664770666
4.299100555634727,0.28763489957681687
2.9390732915395583,0.8591260226154662
4.259874501639737,4.029681258104053
0.795459803810506,0.8500109224281249
1.9637712297492949,3.8708088977619064
2.603338248896933,4.00652861869884
2.5911234035960584,0.1446111237321518
1.215932155332945,3.30845174712736
0.5965858697402776,4.8756222307509836
0.2439834036289562,3.0141256600017687
0.6535878786278448,4.445870494513583
1.5579705784062525,2.4657116081975907
3.933417932792562,4.422850855148759
4.524311870433845,1.6967920137147514
4.831913613401179,4.587871966914611
1.827053256920541,4.595755062249918
3.049411259906859,4.850345196507116
4.784489339643249,3.1590212924520045
1.5450894400316746,0.643039510935679
1.786760694160422,4.8082561265476675
4.319504026062478,4.327034872212845
2.5070966479476953,0.7050317517274235
0.2225500927633034,0.008624242922464775
2.280831663590888,3.5693681903234022
1.194785489264814,4.505496572779788
4.244914302908641,4.698965612812687
0.566593938522601,3.3105506878947093
4.666270589356788,2.3569207588491685
4.323235752898502,2.858181588349729
1.184778301956284,2.4371397680100984
4.293685503277601,2.6569476174378965
2.870692688309723,2.0028646779706043
3.2013937232774743,1.608080859648973
0.3723579950693384,1.9920909991642988
0.1646161713814981,0.9650237337366041
1.0519757961185134,1.7437747389157359
4.07165975442285,0.9345911721218014
4.01768977938522,1.6079976207557918
2.913117101114543,3.082375827182301
0.9620764391105496,4.714219597222238
2.0340885373628352,3.751802231397753
2.9731855478447855,2.2951595416275556
1.715313304862096,1.0313743813688259
1.2108277613778629,1.6916049603430756
0.4704413873237706,4.132915415323976
2.5512700240355954,0.3721386384545605
0.13399775245484136,2.176965126443565
4.1294485918617,3.908896257089171
3.454046135596852,2.7400562999092672
2.6163576433847173,3.1043883320793677
2.026029767707085,2.712012953979857
3.354337332059814,4.550566011459011
2.0774125440008486,2.6879812424474996
1.7077931277387959,3.068594969872824
2.4561110237650357,2.5139237068605795
0.0893289265419056,3.2688147934623704
1.5542076983284008,0.49854490939225726
3.4000479420117067,4.785775320496053
1.8490114748659991,3.973958681229919
3.322998251894636,3.6256840641778965
2.4092695272648768,1.3025627613173736
2.5012630967913196,0.7292250440225317
2.0636191827710793,4.290064312076811
1.2621569605766685,1.5855540574572313
3.6838078773784924,4.650777754331116
0.7057329149610481,0.9322185630330648
3.2168435447274795,0.2505139714840954
3.693910481167038,3.0941692934081457
1.7457576021103676,4.129309464096112
3.187415390261399,1.3445850064120695
1.4049969680142538,3.2893590101263896
2.5811484639703224,0.032173294464846736
2.6329183062728845,1.3394649552623021
4.625842424217969,4.946927269381009
4.328992277958691,3.9300965401968875
2.520547339998316,4.633972395660994
0.11060044484466902,1.569796193653309
3.1274453494630734,4.127203217970112
1.6906049626473445,0.5944841437328452
3.2316909602339368,0.31835485976980493
3.89573848835436,1.4118982843685006
4.428274783523393,4.4375267526115145
0.5769552789497562,3.6014462419440036
4.024584853513709,1.2659970252753938
1.6856569860872854,1.3418363151850947
4.366484642871875,1.6827327128023917
3.9628465521455167,1.9135321921532507
2.888420099897356,1.0930520978305607
4.086986431062678,4.645618157373236
2.25211006821006,2.2939772979638846
1.248584945714755,1.214539989701674
4.55348754823845,3.8664266742196327
4.616548358356189,1.4369871623394985
4.953270772877063,1.4758158542272093
0.047661982677266734,1.2324944235070812
0.9339738404746534,3.187094718816031
2.9365470440988117,0.8663376762635766
2.6520151091183566,2.81442695810207
3.0181469780687564,3.7147725472980984
2.6591523663984082,0.970178901799304
3.571617724966884,1.0457181505541628
4.140561857375103,0.9129396658352001
2.9464372373964953,4.029907555351684
4.839311386732969,0.18250389723959148
1.156705727674534,3.590707013151045
0.6379039531672964,0.9059866549758139
2.4179751993489536,3.426420403664428
1.6132060245641981,3.132208509745216
0.32024211672897374,1.7435114877408635
0.7056633675464791,2.017765345149635
0.294789984077517,4.053530456121374
2.68261471489674,1.1599162794301594
1.4143091385963218,2.0469833597199005
0.8851910955167136,2.1906383598899533
3.6037507091687013,4.2192867848469024
1.0468868045742847,4.661674108628241
0.6230199969968347,3.5408168228110615
3.8422611950816474,3.27304694693055
0.27229045760558623,0.21530626677331632
2.216996794050627,4.1624212565999255
1.2701774265245869,3.7891441897254117
2.80757495808114,0.1723811473533765
4.227761925458341,1.2762806212034454
3.0802561887785282,2.6442355219928726
3.625972443711521,4.372032302934106
2.1399182908608774,2.101736706734829
3.706085267473166,4.577456176212265
